Subject	BrainSeg	BrainSegNotVent	BrainSegNotVentSurf	VentricleChoroidVol	lhCortex	rhCortex	Cortex	lhCerebralWhiteMatter	rhCerebralWhiteMatter	CerebralWhiteMatter	SubCortGray	TotalGray	SupraTentorial	SupraTentorialNotVent	SupraTentorialNotVentVox	Mask	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0025762_ses-2_run-1	1340100.000000	1320029.000000	1318881.630321	15264.000000	286183.366716	285099.696974	571283.063689	254362.425765	252294.140867	506656.566632	66962.000000	780641.063689	1163377.630321	1148113.630321	1145924.000000	1778985.000000	0.794028	1.054073	34	30	64	1687724.723417	7697.2	96.9	16478.6	71061.8	8925.2	4296.8	5855.0	2254.3	1287.9	2514.9	22091.5	4569.6	1862.1	1164.9	518.4	4561.0	0.0	352.1	7091.5	173.4	16091.8	70055.2	8769.7	4275.6	5973.2	2151.9	4619.2	1940.5	660.9	4454.4	0.0	460.6	0.0	1274.0	0.0	0.0	1.0	0.0	0.0	223.8	1182.0	650.3	1008.5	919.7	906.8
sub-0025763_ses-1_run-1	1097981.000000	1085119.000000	1085042.858944	9935.000000	235241.305288	236413.582208	471654.887497	217595.017902	216198.953546	433793.971448	57840.000000	626432.887497	975779.858944	965844.858944	963266.000000	1447032.000000	0.805565	1.061657	64	78	142	1362994.133421	5057.1	236.9	13451.8	49429.1	7518.5	3606.7	5288.6	2100.9	892.0	1390.8	18537.5	4107.7	1613.9	666.4	373.3	3878.3	17.7	188.6	4261.0	427.4	12192.6	46692.0	7073.6	3501.8	5253.4	2036.1	4194.1	1827.6	496.3	4018.1	11.0	332.2	0.0	1362.7	0.0	0.0	0.0	0.0	0.0	161.8	776.4	504.2	754.0	585.1	718.8
sub-0025763_ses-2_run-1	1094253.000000	1081857.000000	1081473.942554	9554.000000	234059.547364	234820.097492	468879.644856	217006.836162	215283.461536	432290.297698	58649.000000	626132.644856	972132.942554	962578.942554	960126.000000	1457342.000000	0.805733	1.073087	26	26	52	1358083.391467	4960.8	252.2	12570.2	49931.9	7412.2	3745.9	5390.3	2128.3	903.5	1338.8	18750.2	4164.6	1645.3	684.0	373.3	3966.4	29.5	150.5	4206.2	311.4	11623.7	46947.5	7046.2	3695.6	5385.2	2100.8	4301.0	1828.6	506.4	4004.0	0.0	208.3	0.0	1242.9	0.0	0.0	0.0	0.0	0.0	118.7	767.8	501.2	640.6	665.3	708.0
sub-0025764_ses-1_run-1	1229848.000000	1211750.000000	1212470.387506	13013.000000	282738.456180	281264.277158	564002.733338	216925.713509	220894.940659	437820.654168	62695.000000	749388.733338	1081145.387506	1068132.387506	1063663.000000	1692055.000000	0.783288	1.077667	85	96	181	1570109.506404	6663.0	361.6	13431.5	60745.6	7548.3	3548.2	6254.3	2286.2	1401.3	2676.6	19864.2	3971.2	1612.3	1171.3	531.5	4590.3	39.9	526.7	4936.5	632.1	12696.8	60135.4	7397.8	3612.6	6245.4	2127.0	4196.4	1977.3	550.7	4734.9	28.2	358.3	0.0	502.8	0.0	0.0	0.0	0.0	0.0	286.9	717.3	419.5	711.9	675.4	690.5
sub-0025764_ses-2_run-1	1221183.000000	1204080.000000	1204102.965909	12163.000000	266837.056126	268346.276804	535183.332930	228744.572306	231174.060673	459918.632979	60998.000000	719592.332930	1071796.965909	1059633.965909	1055942.000000	1664242.000000	0.767747	1.046294	31	47	78	1590606.503214	6338.5	445.7	13189.5	61138.9	8357.2	3427.0	5480.8	2412.6	1408.7	2554.1	20309.8	4081.3	1620.2	1085.9	352.1	4203.5	24.9	444.6	4813.1	574.6	12632.0	60945.8	7271.9	3353.1	6152.8	2227.6	4265.2	1884.2	518.7	4100.4	14.6	318.2	0.0	686.8	0.0	0.0	0.0	0.0	0.0	161.7	719.8	482.1	804.3	773.9	723.2
sub-0025765_ses-1_run-1	1219931.000000	1205943.000000	1206090.049140	10772.000000	266640.490999	268843.090254	535483.581253	234551.579242	235429.888644	469981.467886	64234.000000	709708.581253	1083564.049140	1072792.049140	1069387.000000	1646059.000000	0.781003	1.053811	59	43	102	1562006.321515	4278.1	267.0	12965.1	54597.9	8141.7	3341.4	5771.8	2522.7	894.0	1418.4	20689.3	4762.6	1977.0	951.7	473.7	4664.9	27.2	348.0	5779.7	335.8	14282.1	54063.7	8193.9	3291.7	6243.2	2023.8	4786.2	1933.3	574.6	4243.1	26.2	369.8	4.8	765.8	0.0	0.0	0.0	0.0	0.0	207.3	973.0	431.5	642.1	613.0	877.2
sub-0025765_ses-2_run-1	1219013.000000	1205455.000000	1205413.902206	10419.000000	264918.543297	266649.913869	531568.457167	236992.204571	237718.240469	474710.445040	63868.000000	704666.457167	1083177.902206	1072758.902206	1070058.000000	1642826.000000	0.778295	1.048884	44	58	102	1566261.467670	4159.3	322.1	13323.9	54125.2	8358.8	3327.5	6171.6	2329.3	820.4	1427.6	21088.7	4750.7	2028.8	969.8	431.9	4595.5	46.0	347.2	5586.1	246.0	13640.4	54318.8	7738.2	3317.4	6143.4	2135.0	4797.1	1965.6	582.7	4070.1	22.4	408.7	0.0	610.9	0.0	0.0	0.0	0.0	0.0	206.7	971.9	433.5	757.1	708.4	926.7
sub-0025766_ses-1_run-1	1246214.000000	1232087.000000	1232217.412504	9404.000000	269110.801464	269068.243356	538179.044821	249392.140726	250291.226958	499683.367684	63892.000000	708795.044821	1113097.412504	1103693.412504	1101445.000000	1695339.000000	0.771165	1.049086	35	47	82	1616015.402027	4339.9	252.2	12651.6	52041.4	9328.0	3601.4	4922.3	2345.7	1238.0	2503.6	21832.7	4578.7	1730.3	1088.2	462.5	4423.3	8.0	338.8	4432.0	228.9	12552.6	53378.3	8817.6	3537.5	5347.8	1749.9	4676.1	1875.6	506.4	4601.3	22.5	287.4	0.0	455.7	0.0	0.0	0.0	0.0	0.0	222.4	962.0	510.3	850.4	905.9	990.9
sub-0025766_ses-2_run-1	1237748.000000	1223743.000000	1223123.986159	9432.000000	255685.119921	254767.154202	510452.274123	258370.084414	257013.627622	515383.712036	61482.000000	679937.274123	1099304.986159	1089872.986159	1087812.000000	1660287.000000	0.768132	1.030355	21	23	44	1611374.149919	4430.0	287.6	14809.8	53606.3	8316.0	3315.4	5156.8	2048.5	1267.2	2422.1	20754.8	4372.9	1775.9	1147.9	449.7	4435.9	10.3	318.6	4568.8	249.0	14590.7	53127.2	8131.2	3362.1	5393.7	1937.4	4408.4	1989.5	544.1	4399.3	29.2	287.1	0.0	842.9	0.0	0.0	0.0	0.0	0.0	165.9	925.3	529.0	987.5	943.8	1050.9
sub-0025767_ses-1_run-1	1367349.000000	1342158.000000	1342147.280658	20895.000000	300073.564865	299681.720264	599755.285128	264763.637383	261488.358146	526251.995529	65446.000000	784119.285128	1216757.280658	1195862.280658	1191305.000000	1829909.000000	0.769549	1.029879	50	54	104	1776819.694232	10013.1	409.4	15354.0	58495.6	9054.1	3854.7	5652.6	2118.0	1469.6	1854.7	20939.0	4636.0	1845.0	1099.0	464.0	4476.0	9.7	656.8	9231.0	388.4	16961.3	58126.0	8681.0	3895.4	5596.9	2003.9	4589.0	1973.8	567.6	4436.7	25.9	569.3	0.0	825.3	0.0	0.0	0.0	0.0	0.0	219.9	807.3	583.6	662.0	670.0	767.2
sub-0025767_ses-2_run-1	1347205.000000	1321711.000000	1321296.406255	20932.000000	284750.304292	283412.382122	568162.686414	270729.861873	269726.857968	540456.719840	64092.000000	748391.686414	1197453.406255	1176521.406255	1172957.000000	1843375.000000	0.762127	1.042816	19	27	46	1767689.944726	10165.1	439.9	14600.7	57898.2	9055.9	3711.1	5119.1	2258.9	1460.8	1943.9	20573.5	4526.1	1779.8	1234.3	444.5	4262.5	5.4	666.7	9477.9	203.8	18522.2	55997.8	8554.1	3676.5	5526.7	2032.0	4842.4	2018.6	558.2	4307.2	18.3	498.4	0.0	824.2	0.0	0.0	0.0	0.0	0.0	209.8	833.2	576.1	738.0	825.6	727.1
sub-0025768_ses-1_run-1	1289772.000000	1272086.000000	1272006.135132	13829.000000	288515.288010	289973.029475	578488.317485	231609.135224	231816.682423	463425.817647	65189.000000	775360.317485	1123488.135132	1109659.135132	1107109.000000	1665514.000000	0.792467	1.023332	70	78	148	1627539.630714	6381.7	411.3	18597.7	64649.0	8458.4	4084.1	5459.9	2405.8	1277.8	1483.2	23411.7	4248.5	1832.4	1288.7	306.1	4592.9	35.5	446.5	6589.2	336.8	16011.3	65899.9	8570.7	4112.3	5556.1	2247.5	4464.7	2079.2	638.7	4456.2	28.5	284.3	0.0	638.3	0.0	0.0	0.0	0.0	0.0	143.5	808.2	409.2	682.3	694.4	829.8
sub-0025768_ses-2_run-1	1285199.000000	1266148.000000	1265637.490569	15047.000000	284914.425022	285421.228387	570335.653409	231386.851222	229766.985937	461153.837160	66622.000000	770204.653409	1116356.490569	1101309.490569	1098588.000000	1674572.000000	0.783544	1.020932	84	81	165	1640239.288187	6886.9	474.1	18302.5	65541.1	8890.6	4271.6	5589.6	2277.7	1330.5	1529.3	22840.1	4193.9	1868.9	1326.0	276.3	4651.9	27.2	485.9	7145.2	268.9	17359.9	66087.9	8661.1	4274.1	5625.9	2172.4	4551.8	2198.9	579.2	4730.4	29.2	315.3	0.0	555.8	0.0	0.0	0.0	0.0	0.0	91.5	761.9	397.6	675.3	682.6	915.3
sub-0025769_ses-1_run-1	1062797.000000	1052785.000000	1052790.646438	7089.000000	222640.950593	219689.462451	442330.413044	215441.162988	213614.070406	429055.233393	53364.000000	598455.413044	934196.646438	927107.646438	924705.000000	1486793.000000	0.780142	1.091375	20	14	34	1362311.824515	3269.4	94.4	13415.7	50014.0	7952.9	2989.6	4524.2	1800.0	852.7	1431.3	18743.6	3499.1	1451.2	792.6	384.2	3874.9	18.3	221.9	3710.6	107.6	13111.2	51209.6	7454.0	3004.3	4767.0	1818.4	3465.6	1483.1	371.8	3777.3	21.4	236.3	0.0	914.6	0.0	0.0	0.0	0.0	0.0	99.0	981.7	506.0	796.7	771.1	730.1
sub-0025769_ses-2_run-1	1064184.000000	1054239.000000	1053833.094604	6994.000000	222094.164673	219930.444578	442024.609250	215286.826797	213913.658556	429200.485353	54044.000000	599010.609250	934842.094604	927848.094604	925629.000000	1472815.000000	0.779258	1.078482	25	10	35	1365637.658380	3196.5	126.0	14393.5	49680.7	8012.0	3184.2	4453.6	1813.0	826.2	1403.5	18817.2	3483.9	1538.9	832.7	322.7	3905.0	15.7	212.0	3640.8	100.1	12448.7	51578.5	7577.8	3295.2	4883.2	1596.6	3527.1	1499.1	403.1	3772.8	26.5	242.5	0.0	773.4	0.0	0.0	0.0	0.0	0.0	83.3	993.8	501.6	762.5	701.4	736.6
sub-0025770_ses-1_run-1	1273176.000000	1247871.000000	1247739.401432	19953.000000	277742.176013	278483.613832	556225.789845	239300.017394	238640.594193	477940.611587	61354.000000	742756.789845	1120242.401432	1100289.401432	1095550.000000	1690360.000000	0.789439	1.048116	87	82	169	1612760.365563	9905.0	646.1	14708.5	61324.0	7806.9	3774.7	5332.0	2116.3	1723.4	2608.9	20094.0	4302.0	1657.7	1118.2	428.7	4150.6	22.7	535.4	7991.8	665.3	13511.3	60982.5	7888.0	3765.0	5521.5	1932.5	4546.1	1974.8	470.9	4150.5	21.7	620.7	0.0	1067.7	0.0	0.0	0.0	0.0	0.0	139.5	816.8	513.1	669.4	738.3	840.3
sub-0025770_ses-2_run-1	1254207.000000	1229481.000000	1229111.052445	19441.000000	246379.579232	252032.434100	498412.013332	260042.073978	263963.965135	524006.039113	60306.000000	679753.013332	1105045.052445	1085604.052445	1082906.000000	1623544.000000	0.782188	1.012526	68	79	147	1603459.614479	9744.4	692.2	13761.1	59947.4	7776.1	3631.5	5024.7	2024.1	1661.2	2716.4	20101.6	4342.1	1755.9	1047.7	377.6	4324.6	25.3	619.3	8028.2	568.8	13167.0	59273.2	7400.1	3690.0	5103.6	1936.6	4702.1	2056.8	444.8	4106.1	26.8	598.8	0.0	1176.5	0.0	0.0	0.0	0.0	0.0	210.4	835.8	467.3	647.5	687.7	797.1
sub-0025771_ses-1_run-1	1298428.000000	1281517.000000	1281638.148013	14103.000000	292933.820276	290883.189510	583817.009786	246701.704113	247840.434114	494542.138227	63212.000000	759588.009786	1159079.148013	1144976.148013	1141325.000000	1705321.000000	0.811764	1.066150	88	102	190	1599513.269666	6655.7	149.2	14299.3	55397.7	9052.0	4202.1	5101.1	1744.4	687.8	1270.1	19628.8	4024.2	1812.8	939.6	604.7	4262.1	22.6	407.8	6768.2	229.0	14115.1	55730.4	8668.8	4100.1	5180.4	1797.9	4130.6	2044.5	644.7	4334.2	15.1	329.8	0.0	1206.6	0.0	0.0	0.0	0.0	0.0	145.8	1048.3	627.0	597.2	632.0	1107.1
sub-0025771_ses-2_run-1	1296446.000000	1279541.000000	1279468.663402	13974.000000	275125.701896	276108.635996	551234.337892	264762.542024	263990.783486	528753.325510	62691.000000	724318.337892	1159330.663402	1145356.663402	1142604.000000	1702673.000000	0.814910	1.070253	36	75	111	1590906.443314	6760.5	169.5	14704.2	54067.9	8303.4	4182.3	5075.2	2127.1	797.0	1346.5	19636.3	4117.1	2140.2	938.9	564.9	4160.0	14.1	382.7	6701.8	217.2	12842.8	54891.3	8350.5	4144.0	5155.5	1971.7	4047.7	2128.1	642.6	3941.4	17.1	339.4	0.0	1447.7	0.0	0.0	0.0	0.0	0.0	163.2	1053.9	623.6	592.2	620.8	1143.3
sub-0025772_ses-1_run-1	1246333.000000	1213510.000000	1213626.720276	27167.000000	279001.830162	280127.729804	559129.559966	217639.312654	217016.847656	434656.160310	62544.000000	749572.559966	1086990.720276	1059823.720276	1056095.000000	1649625.000000	0.769437	1.018413	90	82	172	1619799.619802	13619.6	629.4	15714.9	62733.6	8019.8	3689.1	5256.2	2221.8	2016.9	2360.6	19817.5	4443.8	1573.3	1307.0	430.2	4520.2	12.7	592.2	11466.1	486.8	14734.5	62969.2	7927.0	3702.6	5585.0	2019.6	4852.7	1868.3	553.8	4438.6	24.3	698.4	0.0	499.1	0.0	0.0	0.0	0.0	0.0	160.3	993.4	590.6	460.4	586.6	993.9
sub-0025772_ses-2_run-1	1237761.000000	1205633.000000	1204847.485747	26753.000000	267989.640348	270878.388929	538868.029277	224637.567628	223299.888842	447937.456470	62345.000000	727565.029277	1079486.485747	1052733.485747	1049795.000000	1658599.000000	0.766187	1.026689	72	55	127	1615482.630334	13461.5	654.3	15121.1	61784.0	8111.1	3562.9	5360.2	2244.5	1926.7	2249.5	19496.5	4558.3	1702.3	1332.1	409.9	4314.6	13.0	584.2	11422.7	407.4	15581.3	62446.4	7899.3	3659.2	5334.9	2063.9	4971.2	1822.9	545.5	4265.0	24.1	728.4	0.0	733.1	0.0	0.0	0.0	0.0	0.0	179.0	993.2	583.3	589.3	720.1	1191.1
sub-0025773_ses-1_run-1	1343029.000000	1329079.000000	1329206.776720	9394.000000	302287.786177	302451.566347	604739.352524	243892.917582	241525.506614	485418.424196	68920.000000	796019.352524	1173006.776720	1163612.776720	1158792.000000	1848924.000000	0.765182	1.053412	59	60	119	1755176.344823	4947.1	150.8	25723.6	58105.4	9266.1	4186.3	6191.5	2077.2	1202.1	2178.5	21362.3	4506.1	1887.9	1341.3	529.5	5151.2	22.2	351.9	4005.4	196.9	22331.6	62143.3	9372.6	4258.1	6293.3	1752.8	4886.9	1932.5	674.5	4666.9	16.2	298.8	0.0	521.7	0.0	0.0	0.0	0.0	0.0	278.0	903.8	442.4	897.6	854.2	739.7
sub-0025773_ses-2_run-1	1323708.000000	1309723.000000	1309453.990388	9414.000000	288520.347601	286018.480208	574538.827809	250719.398895	247487.763684	498207.162579	67408.000000	783154.827809	1153616.990388	1144202.990388	1140260.000000	1878881.000000	0.750814	1.065711	35	47	82	1763030.054710	4998.9	112.5	14554.8	68522.8	8722.5	3936.7	6004.9	2070.9	1276.4	2316.4	22145.8	4861.0	1783.4	1198.9	502.8	4963.9	33.2	343.7	4099.7	197.0	14422.1	70476.1	8672.6	3824.7	6282.5	1964.0	4929.4	2064.5	647.9	4731.2	41.5	295.2	0.0	773.6	0.0	0.0	0.0	0.0	0.0	255.6	929.1	420.0	914.7	910.5	778.7
sub-0025774_ses-1_run-1	1178715.000000	1168690.000000	1168526.168972	6966.000000	248265.158729	251056.814614	499321.973342	238504.688266	241281.507364	479786.195630	59591.000000	661006.973342	1049075.168972	1042109.168972	1038763.000000	1624835.000000	0.786734	1.084497	24	25	49	1498238.818165	3037.8	222.7	14508.5	50060.1	8548.1	3056.4	5186.9	2025.7	783.9	1563.8	19138.4	4126.7	1757.1	833.5	280.0	3933.6	37.3	270.2	3310.9	370.7	14125.9	50517.0	8020.7	3381.0	5491.3	2140.9	4260.9	1828.4	481.9	4042.2	10.5	306.8	0.0	952.0	0.0	0.0	0.0	0.0	0.0	117.3	818.9	395.6	754.2	725.7	738.5
sub-0025774_ses-2_run-1	1192033.000000	1183046.000000	1182739.112751	6037.000000	260563.255512	262543.223553	523106.479065	234417.612826	234650.020859	469067.633685	61801.000000	688209.479065	1063508.112751	1057471.112751	1054188.000000	1616998.000000	0.791305	1.073408	54	42	96	1506414.754333	2514.5	206.9	13614.1	50982.6	8166.3	3296.2	5399.0	2189.5	728.3	1472.5	19411.0	4346.5	1840.6	839.5	460.2	4275.0	41.7	240.5	2910.0	362.1	12851.1	50700.9	8357.2	3612.9	5557.0	2180.5	4448.3	1838.0	492.6	4226.7	12.8	268.4	0.0	1277.4	0.0	0.0	0.0	0.0	0.0	189.6	862.1	386.5	727.1	659.5	759.5
sub-0025775_ses-1_run-1	1205544.000000	1169010.000000	1168708.714567	30220.000000	255560.910434	257081.074351	512641.984784	218500.556466	220331.173317	438831.729783	62045.000000	704170.984784	1046564.714567	1016344.714567	1013612.000000	1646455.000000	0.750059	1.024383	37	49	86	1607265.489078	14855.7	695.5	13649.3	63057.0	7681.1	3707.1	5348.1	2203.6	2272.1	2729.6	19499.9	4134.2	1851.6	1401.8	429.1	4512.9	18.9	607.8	13216.7	561.2	13198.2	64825.2	7982.4	3757.8	5412.3	1997.5	4669.2	1835.8	473.2	4380.4	12.9	692.6	0.0	537.4	0.0	0.0	0.0	0.0	0.0	291.9	1030.2	559.9	459.2	514.7	962.2
sub-0025775_ses-2_run-1	1219720.000000	1183674.000000	1183510.287141	29773.000000	259184.816510	258215.139198	517399.955708	224203.477566	223513.853867	447717.331434	61439.000000	706971.955708	1059904.287141	1030131.287141	1026510.000000	1630048.000000	0.815318	1.089600	45	47	92	1496005.933570	14569.3	716.1	14422.2	62302.9	7721.0	3626.0	5358.5	2121.1	2211.3	2674.3	19428.0	4161.1	1773.2	1466.0	427.4	4411.0	39.6	669.6	12937.9	630.3	15401.3	63831.7	8082.6	3694.4	5304.0	1992.0	4574.9	1756.5	488.0	4289.9	17.6	667.1	0.0	743.1	0.0	0.0	0.0	0.0	0.0	312.6	1041.0	582.9	473.5	540.4	950.1
sub-0025776_ses-1_run-1	1273200.000000	1260560.000000	1260773.413793	9334.000000	270492.324591	268264.299874	538756.624465	253606.307905	250477.481423	504083.789327	63735.000000	726382.624465	1118872.413793	1109538.413793	1106198.000000	1623325.000000	0.797807	1.017200	69	68	137	1595875.188189	4547.5	242.6	16031.0	60281.4	8696.1	3638.0	5474.8	2113.9	838.9	1442.8	21233.5	4288.2	1780.2	1159.8	547.1	4380.2	12.1	323.1	4225.8	249.4	15438.8	62177.0	8476.3	3710.0	5514.3	2143.6	4694.5	2008.2	524.6	4490.4	19.0	298.2	0.0	906.8	0.0	0.0	0.0	0.0	0.0	177.4	899.8	412.9	810.7	1009.2	903.9
sub-0025776_ses-2_run-1	1272097.000000	1259725.000000	1260119.608790	8992.000000	269959.432247	267744.684448	537704.116695	254311.957839	248137.534256	502449.492095	63635.000000	725633.116695	1116511.608790	1107519.608790	1103237.000000	1642976.000000	0.790523	1.020999	115	102	217	1609184.003737	4326.9	167.2	17073.6	60176.1	8575.3	3519.5	5542.4	2178.2	871.1	1477.8	21178.5	4432.4	1747.2	1109.8	455.4	4645.5	14.5	366.5	4151.4	255.7	15930.2	62003.0	8486.0	3509.1	5537.0	2048.9	4787.5	2050.6	510.7	4512.2	7.1	284.8	0.0	929.1	0.0	0.0	0.0	0.0	0.0	165.4	932.7	409.2	844.3	817.0	873.6
sub-0025777_ses-1_run-1	1328435.000000	1313662.000000	1313950.687899	11093.000000	293301.557709	290728.763283	584030.320992	256475.398292	254763.968614	511239.366906	65621.000000	772353.320992	1176008.687899	1164915.687899	1160474.000000	1750477.000000	0.769596	1.014096	74	80	154	1726146.045467	6572.9	300.1	16168.8	60569.5	8144.4	3351.7	6413.9	2498.2	963.8	2000.1	21882.9	4467.8	1992.9	881.5	403.9	4509.1	44.2	393.8	3786.2	378.8	15182.8	60187.4	8280.2	3333.7	6678.2	2382.0	4726.0	1980.4	544.7	4413.9	37.8	264.8	0.0	900.0	0.0	0.0	0.0	0.0	0.0	214.9	1053.3	412.8	751.9	925.3	991.4
sub-0025777_ses-2_run-1	1320146.000000	1306089.000000	1306054.074229	10388.000000	285643.985106	284280.147645	569924.132751	260527.800886	261407.140592	521934.941478	64402.000000	753796.132751	1170221.074229	1159833.074229	1156182.000000	1752504.000000	0.766524	1.017566	54	64	118	1722250.673507	6285.8	315.1	16389.5	59094.8	8159.8	3134.8	6089.5	2401.7	1026.8	1967.5	22465.9	4352.3	1951.3	844.3	448.4	4529.6	47.5	370.4	3574.5	347.4	15177.7	58489.1	7986.6	3320.5	6428.2	2334.0	4574.1	2213.7	544.4	4495.3	23.9	218.7	0.0	1340.5	0.0	0.0	0.0	0.0	0.0	174.0	1035.1	403.0	790.9	998.5	977.9
sub-0025778_ses-1_run-1	1183402.000000	1175957.000000	1175470.443427	4562.000000	275427.208798	276480.085842	551907.294640	210351.064734	212462.084054	422813.148788	58863.000000	715147.294640	1041313.443427	1036751.443427	1033888.000000	1577433.000000	0.802015	1.069058	55	43	98	1475535.196498	2045.9	119.2	19403.8	53383.3	8319.7	3431.4	4411.7	2201.6	888.4	1306.5	18413.4	4509.2	1569.0	793.5	345.4	4008.8	0.0	132.7	2463.6	270.8	18191.0	50409.4	8139.5	3638.5	4212.2	2592.1	4467.4	1699.0	598.7	3820.7	0.0	207.9	0.0	622.2	0.0	0.0	0.0	0.0	0.0	184.7	845.3	487.1	749.4	668.1	595.5
sub-0025778_ses-2_run-1	1178338.000000	1171070.000000	1170937.577580	4377.000000	279326.111146	276825.759836	556151.870982	209858.527903	208236.178696	418094.706599	57621.000000	728889.870982	1038782.577580	1034405.577580	1031891.000000	1578289.000000	0.797683	1.068432	59	62	121	1477201.230874	1949.3	174.2	12411.6	58663.7	7803.5	3206.3	5421.0	1861.8	811.7	1353.2	20164.4	4398.4	1552.5	774.1	403.0	3833.4	25.8	119.4	2372.6	222.8	12425.2	55760.2	8207.3	3252.9	4563.7	2008.3	4400.7	1722.4	500.9	3621.5	10.5	120.3	0.0	728.8	0.0	0.0	0.0	0.0	0.0	150.9	801.3	498.5	780.7	732.7	604.9
sub-0025779_ses-1_run-1	1148216.000000	1130720.000000	1130239.507768	14727.000000	246148.404472	249750.382490	495898.786962	215246.173992	220053.546814	435299.720806	57578.000000	669219.786962	1006343.507768	991616.507768	989182.000000	1565030.000000	0.808873	1.102502	45	40	85	1419525.554482	6689.5	344.3	13493.4	57185.9	7822.1	3845.3	3852.8	1889.0	998.0	943.0	19250.8	4214.8	1571.8	900.0	347.2	3902.2	40.6	472.7	7243.9	111.0	13036.4	57573.0	7601.5	4184.7	4374.7	1947.3	4648.2	1868.1	451.9	3872.8	23.5	418.9	1.0	801.3	0.0	0.0	0.0	0.0	0.0	111.2	857.4	537.7	610.9	570.3	893.1
sub-0025779_ses-2_run-1	1144252.000000	1126360.000000	1126867.595969	14961.000000	245967.943506	249758.055543	495725.999049	214185.578193	218514.018727	432699.596919	57307.000000	666214.999049	1003249.595969	988288.595969	985132.000000	1573692.000000	0.808081	1.111355	46	45	91	1416011.793337	6640.8	291.2	14319.0	55964.2	8419.4	3898.2	3667.6	2003.8	935.9	1018.5	19230.4	4084.9	1573.1	1024.6	296.0	3838.2	23.0	530.6	7366.2	159.9	14252.8	55777.3	7314.3	3996.3	4501.2	1959.5	4577.4	1783.2	404.8	3952.0	24.2	375.2	0.0	549.6	0.0	0.0	0.0	0.0	0.0	130.9	826.3	540.2	667.4	567.1	909.9
sub-0025780_ses-1_run-1	1232895.000000	1211891.000000	1212251.847727	16856.000000	280813.889644	280416.785766	561230.675410	214874.603895	216865.568422	431740.172317	65332.000000	750407.675410	1078831.847727	1061975.847727	1057878.000000	1659462.000000	0.756569	1.018333	69	57	126	1629586.501695	9089.7	336.5	16252.5	59665.5	8045.9	4013.7	5982.0	2222.8	1097.8	1875.0	21768.9	4452.9	1882.3	1180.9	510.6	4699.5	28.8	473.0	6699.6	242.4	14723.2	62201.1	8400.8	4003.6	6138.4	1961.2	4830.0	2127.1	657.8	4456.8	18.8	434.1	0.0	324.8	0.0	0.0	0.0	0.0	0.0	139.1	1146.2	696.3	881.0	939.3	1016.1
sub-0025780_ses-2_run-1	1213114.000000	1192232.000000	1192128.210127	16819.000000	268850.832428	269046.463178	537897.295606	218386.504487	220512.410033	438898.914520	63999.000000	723001.295606	1060756.210127	1043937.210127	1040864.000000	1640479.000000	0.746655	1.009692	33	34	67	1624732.191558	8990.0	270.8	16522.3	58429.9	7757.7	3950.0	6065.6	2147.9	1073.1	1984.8	21675.9	4469.1	1883.6	1103.0	504.4	4614.3	22.1	552.9	6892.4	210.3	14775.3	60966.8	7717.7	3977.8	5968.6	1950.3	4736.7	2117.0	696.2	4315.2	19.4	434.6	0.0	490.9	0.0	0.0	0.0	0.0	0.0	68.5	1157.8	728.8	964.3	903.9	961.4
sub-0025781_ses-1_run-1	1178222.000000	1163559.000000	1162776.622262	10365.000000	258837.490855	259946.195140	518783.685994	211707.177738	212021.758530	423728.936268	56439.000000	709391.685994	1011936.622262	1001571.622262	999647.000000	1670023.000000	0.811714	1.150530	49	38	87	1451524.410087	4856.9	183.8	15599.8	66906.5	7717.0	3513.8	4674.6	2002.3	1052.5	2380.6	18923.7	3729.8	1599.3	1045.1	386.2	3925.1	28.4	381.6	4893.3	172.7	14954.0	66531.1	7284.3	3420.3	4730.1	1885.8	4043.1	1683.7	543.1	3833.9	28.3	443.1	0.0	789.2	0.0	0.0	0.0	0.0	0.0	122.4	886.0	501.4	687.3	710.9	806.0
